name,province,district,county,type,lat,long
Colegio Adventista,Panama,Panama,San Francisco,Privada,"8° 59' 46.094"""" N","79° 31' 2.797"""" W"
P. C. Artes y Oficios Melchor Laso de La Vega,Panama,Panama,Pueblo Nuevo,Secundaria Oficial,"9° 1' 14.782"""" N","79° 30' 31.156"""" W"
I.P.H.E.,Panama,Panama,Betania,I.P.H.E.,"9° 0' 24.674"""" N","79° 31' 40.290"""" W"
P. C. de Tocumen,Panama,Panama,Tocumen,Secundaria Oficial,"9° 4' 24.011"""" N","79° 23' 56.300"""" W"
Nuestra Sra. de Lourdes,Panama,Panama,Las Cumbres,Privada,"9° 4' 55.613"""" N","79° 30' 48.705"""" W"
Esc. Arnulfo A. Madrid,Panama,San Miguelito,Arnulfo Arias Madrid,Primaria Oficial,"9° 3' 50.041"""" N","79° 29' 0.929"""" W"
Esc. La Conga,Panama,Capira,Cirí Grande,Primaria Oficial,"8° 50' 38.710"""" N","80° 0' 31.574"""" W"
Esc. La Bonga Arriba,Panama,Capira,Cirí Grande,Primaria Oficial,"8° 50' 3.049"""" N","80° 2' 24.432"""" W"
Esc. La Gaita,Panama,Capira,Cirí Grande,Primaria Oficial,"8° 49' 50.357"""" N","80° 3' 5.247"""" W"
Esc. Altamira,Panama,Capira,El Cacao,Primaria Oficial,"8° 43' 39.883"""" N","80° 1' 58.669"""" W"
Esc. El Jagua,Panama,Capira,El Cacao,Primaria Oficial,"8° 44' 15.025"""" N","80° 2' 24.706"""" W"
Esc. Los Faldares,Panama,Capira,La Trinidad,Primaria Oficial,"8° 54' 1.604"""" N","80° 3' 11.453"""" W"
Esc. Las Petras,Panama,Capira,Santa Rosa,Primaria Oficial,"8° 54' 3.447"""" N","80° 3' 29.967"""" W"
Esc. La Lagunita,Panama,Chame,Buenos Aires,Primaria Oficial,"8° 40' 47.296"""" N","79° 59' 2.774"""" W"
Esc. Marchena,Panama,Chepo,Santa Cruz de Chinina,Primaria Oficial,"8° 59' 9.888"""" N","78° 59' 0.733"""" W"
Esc. Jaguito,Panama,Chepo,Santa Cruz de Chinina,Primaria Oficial,"8° 58' 23.138"""" N","78° 48' 26.839"""" W"
Esc. Ensenada Rica,Panama,Chepo,Santa Cruz de Chinina,Primaria Oficial,"8° 56' 21.133"""" N","78° 56' 4.096"""" W"
Esc. Chinina Arriba,Panama,Chepo,Santa Cruz de Chinina,Primaria Oficial,"9° 0' 23.429"""" N","79° 1' 11.417"""" W"
Esc. Unicito,Panama,Chepo,El Llano,Primaria Oficial,"9° 14' 14.361"""" N","79° 0' 52.108"""" W"
Esc. Llano Cartí,Panama,Chepo,El Llano,Primaria Oficial,"9° 18' 39.036"""" N","78° 59' 6.693"""" W"
Esc. Majecito Arriba,Panama,Chepo,El Llano,Primaria Oficial,"9° 4' 23.676"""" N","78° 54' 7.009"""" W"
Esc. Rio Tigre Arriba,Panama,Chepo,El Llano,Primaria Oficial,"9° 1' 26.020"""" N","78° 49' 56.902"""" W"
Esc. Unión Herrerana,Panama,Chepo,Santa Cruz de Chinina,Primaria Oficial,"8° 58' 0.390"""" N","78° 50' 15.166"""" W"
Esc. Curtí,Panama,Chepo,Tortí,Primaria Oficial,"9° 0' 16.098"""" N","78° 32' 19.092"""" W"
Esc. Catrigandí,Panama,Chepo,Tortí,Primaria Oficial,"9° 1' 34.383"""" N","78° 35' 10.590"""" W"
Esc. Pintupú,Panama,Chepo,Comarca Kuna de Madugandí,Primaria Oficial,"9° 13' 30.628"""" N","78° 43' 10.349"""" W"
Esc. Qda. Cali,Panama,Chepo,Tortí,Primaria Oficial,"9° 4' 53.605"""" N","78° 41' 10.097"""" W"
Esc. Parti,Panama,Chepo,Tortí,Primaria Oficial,"9° 3' 17.758"""" N","78° 39' 19.902"""" W"
Esc. Ambroya Arriba,Panama,Chepo,Tortí,Primaria Oficial,"8° 54' 32.781"""" N","78° 35' 14.572"""" W"
Esc. Qda. del Medio,Panama,Chiman,Pásiga,Primaria Oficial,"8° 53' 25.007"""" N","78° 49' 10.567"""" W"
Esc. Rio La Mina,Panama,Chiman,Pásiga,Primaria Oficial,"8° 56' 28.560"""" N","78° 50' 25.658"""" W"
Esc. Los Yerbos,Panama,San Carlos,Los Llanitos,Primaria Oficial,"8° 33' 23.449"""" N","80° 4' 51.349"""" W"
Esc. La Peña,Panama,San Carlos,Guayabito,Primaria Oficial,"8° 32' 55.526"""" N","79° 59' 0.633"""" W"
Esc. Guayabito,Panama,San Carlos,Guayabito,Primaria Oficial,"8° 33' 3.352"""" N","80° 0' 47.421"""" W"
Esc. Rio Sereno,Panama,Chepo,Tortí,Primaria Oficial,"8° 56' 41.236"""" N","78° 29' 17.843"""" W"
Esc. Rio Tortí Abajo,Panama,Chepo,Comarca Kuna de Madugandí,Primaria Oficial,"8° 56' 45.170"""" N","78° 23' 18.252"""" W"
Esc. Higueronal Arriba,Panama,Chepo,Tortí,Primaria Oficial,"8° 50' 19.124"""" N","78° 20' 28.784"""" W"
Esc. Higueronal Cabecera,Panama,Chepo,Tortí,Primaria Oficial,"8° 55' 48.756"""" N","78° 18' 38.920"""" W"
Esc. La Ocho,Panama,Chepo,Tortí,Primaria Oficial,"8° 55' 29.658"""" N","78° 12' 37.052"""" W"
Esc. Riecito,Panama,Capira,Santa Rosa,Primaria Oficial,"8° 53' 33.036"""" N","80° 9' 24.610"""" W"
Esc. Rio de Jesus,Panama,San Carlos,Los Llanitos,Primaria Oficial,"8° 36' 40.844"""" N","80° 5' 22.497"""" W"
Esc. Sta. Rosa,Panama,Capira,Santa Rosa,Primaria Oficial,"8° 52' 5.813"""" N","80° 5' 43.700"""" W"
Esc. La Riviera,Panama,Chepo,El Llano,Primaria Oficial,"9° 10' 57.497"""" N","78° 53' 7.351"""" W"
Esc. La Playita,Panama,Arraijan,Arraijan (Cab.),Primaria Oficial,"8° 53' 35.816"""" N","79° 39' 26.228"""" W"
Esc. Monte Claro,Panama,Arraijan,Arraijan (Cab.),Primaria Oficial,"8° 56' 25.601"""" N","79° 40' 42.612"""" W"
Esc. Contadora,Panama,Balboa,Saboga,Primaria Oficial,"8° 37' 42.688"""" N","79° 2' 12.339"""" W"
Esc. Las Lajitas,Panama,Capira,Cirí de Los Sotos,Primaria Oficial,"8° 53' 39.346"""" N","80° 5' 24.803"""" W"
Esc. Rio Indio Los Chorros,Panama,Capira,Cirí Grande,Primaria Oficial,"8° 45' 47.714"""" N","80° 7' 30.626"""" W"
Esc. Rio Indio Centro,Panama,Capira,Cirí Grande,Primaria Oficial,"8° 43' 18.982"""" N","80° 6' 54.783"""" W"
Esc. Rio Indio Arriba,Panama,Capira,Cirí Grande,Primaria Oficial,"8° 39' 12.403"""" N","80° 6' 42.589"""" W"
Esc. Bajo Bonito,Panama,Capira,El Cacao,Primaria Oficial,"8° 42' 56.231"""" N","80° 3' 29.528"""" W"
Esc. Trinidad de Los Lagos,Panama,Capira,La Trinidad,Primaria Oficial,"8° 58' 9.615"""" N","79° 59' 41.253"""" W"
Esc. Bella Vista,Panama,Capira,Santa Rosa,Primaria Oficial,"8° 51' 10.609"""" N","80° 6' 8.174"""" W"
Esc. Juan Bañón Afuera,Panama,Chepo,Chepo (Cab.),Primaria Oficial,"9° 7' 32.213"""" N","79° 1' 11.527"""" W"
Esc. Limonada Arriba,Panama,Chepo,Chepo (Cab.),Primaria Oficial,"9° 5' 2.663"""" N","78° 58' 11.321"""" W"
Esc. San Judas,Panama,Chepo,Chepo (Cab.),Primaria Oficial,"9° 9' 25.292"""" N","78° 57' 36.467"""" W"
Esc. Unión Veraguense,Panama,Chepo,Chepo (Cab.),Primaria Oficial,"9° 4' 51.199"""" N","78° 59' 9.110"""" W"
Esc. Unión Palmeña,Panama,Chepo,Chepo (Cab.),Primaria Oficial,"9° 3' 58.333"""" N","79° 0' 8.494"""" W"
Esc. Cañacita,Panama,La Chorrera,Obaldía,Primaria Oficial,"8° 55' 42.892"""" N","79° 57' 40.156"""" W"
Esc. Límite,Panama,La Chorrera,Obaldía,Primaria Oficial,"8° 51' 41.078"""" N","79° 58' 32.809"""" W"
Esc. Omar Torrijos H.,Panama,Panama,Ancón,Primaria Oficial,"9° 1' 45.797"""" N","79° 37' 34.765"""" W"
Esc. Qda. Ancha,Panama,Panama,Chilibre,Primaria Oficial,"9° 18' 54.258"""" N","79° 33' 34.628"""" W"
Esc. Qda. Fea,Panama,Panama,Chilibre,Primaria Oficial,"9° 14' 29.893"""" N","79° 32' 2.261"""" W"
Esc. San Juan de Pequení,Panama,Panama,Chilibre,Primaria Oficial,"9° 22' 51.527"""" N","79° 31' 31.526"""" W"
Esc. Victoriano Lorenzo,Panama,Panama,Chilibre,Primaria Oficial,"9° 13' 37.702"""" N","79° 32' 33.160"""" W"
Esc. Nuevo Progreso,Panama,Panama,Las Cumbres,Primaria Oficial,"9° 5' 24.007"""" N","79° 29' 30.509"""" W"
Esc. Las Chapas,Panama,Panama,San Martín,Primaria Oficial,"9° 14' 40.340"""" N","79° 14' 16.761"""" W"
Esc. Tranquilla,Panama,Panama,Chilibre,Primaria Oficial,"9° 14' 28.780"""" N","79° 33' 19.687"""" W"
Esc. Marshall Ross,Panama,Panama,Pedregal,Primaria Oficial,"9° 6' 30.871"""" N","79° 25' 51.191"""" W"
Esc. La Primavera,Panama,Panama,Pedregal,Primaria Oficial,"9° 6' 36.899"""" N","79° 27' 15.021"""" W"
Colegio Cristobal Adan Urriola,Panama,Arraijan,Arraijan (Cab.),Secundaria Oficial,"8° 56' 41.892"""" N","79° 39' 17.081"""" W"
P. C. Estela Sierra,Panama,Arraijan,Arraijan (Cab.),Secundaria Oficial,"8° 56' 26.178"""" N","79° 38' 24.374"""" W"
P. C. Reina T. de Araúz,Panama,Arraijan,Arraijan (Cab.),Secundaria Oficial,"8° 57' 20.383"""" N","79° 40' 35.993"""" W"
P. C. Nvo. Arraijan,Panama,Arraijan,Juan D. Arosemena,Secundaria Oficial,"8° 55' 31.466"""" N","79° 43' 12.028"""" W"
P. C. Nvo. Emperador,Panama,Arraijan,Nuevo Emperador,Secundaria Oficial,"9° 0' 4.167"""" N","79° 43' 49.848"""" W"
P. C. José I. Muñóz,Panama,Balboa,San Miguel (Cab.),Secundaria Oficial,"8° 27' 24.985"""" N","78° 56' 9.829"""" W"
P. C. Monte Oscuro,Panama,Capira,Cermeño,Secundaria Oficial,"8° 44' 0.987"""" N","79° 48' 9.900"""" W"
P. C. El Cacao,Panama,Capira,El Cacao,Secundaria Oficial,"8° 45' 37.932"""" N","80° 0' 44.591"""" W"
Colegio Arnulfo A. Madrid,Panama,Chame,Chame (Cab.),Secundaria Oficial,"8° 34' 55.410"""" N","79° 53' 7.800"""" W"
Colegio Benancio Fenosa Pascual,Panama,Chepo,Chepo (Cab.),Secundaria Oficial,"9° 10' 42.282"""" N","79° 5' 27.293"""" W"
I. P. T. Mexico Panama,Panama,Chepo,Chepo (Cab.),Secundaria Oficial,"9° 8' 8.318"""" N","79° 13' 39.464"""" W"
P. C. de Cañita,Panama,Chepo,Cañita,Secundaria Oficial,"9° 13' 19.252"""" N","78° 53' 37.701"""" W"
P. C. Loma del Naranjo,Panama,Chepo,El Llano,Secundaria Oficial,"9° 9' 53.645"""" N","78° 53' 13.284"""" W"
P. C. de Tortí,Panama,Chepo,Tortí,Secundaria Oficial,"8° 55' 10.322"""" N","78° 23' 49.124"""" W"
P. C. de Chiman,Panama,Chiman,Unión Santeña,Secundaria Oficial,"8° 49' 55.364"""" N","78° 38' 57.244"""" W"
P. C. de La Chorrera,Panama,La Chorrera,Barrio Balboa,Secundaria Oficial,"8° 52' 23.379"""" N","79° 46' 49.836"""" W"
P. C. Alfredo Minuto C.,Panama,La Chorrera,Barrio Balboa,Secundaria Oficial,"8° 52' 0.374"""" N","79° 47' 15.326"""" W"
P. C. Leopoldo Castillo,Panama,La Chorrera,Barrio Colon,Secundaria Oficial,"8° 52' 37.725"""" N","79° 46' 33.904"""" W"
P. C. Cerro Cama,Panama,La Chorrera,Amador,Secundaria Oficial,"9° 1' 49.606"""" N","79° 54' 16.574"""" W"
P. C. El Arado,Panama,Arraijan,Nuevo Emperador,Secundaria Oficial,"8° 58' 0.811"""" N","79° 45' 22.308"""" W"
P. C. Balboa,Panama,La Chorrera,El Coco,Secundaria Oficial,"8° 52' 3.272"""" N","79° 48' 23.606"""" W"
Nocturna Oficial de La Chorrera,Panama,La Chorrera,Guadalupe,Secundaria Oficial,"8° 51' 27.183"""" N","79° 47' 33.892"""" W"
P. C. Límite,Panama,La Chorrera,Obaldía,Secundaria Oficial,"8° 51' 40.320"""" N","79° 58' 32.562"""" W"
P. C. Santa Rita,Panama,La Chorrera,Santa Rita,Secundaria Oficial,"8° 51' 35.075"""" N","79° 52' 44.205"""" W"
I. P. T. de Comercio,Panama,Panama,Betania,Secundaria Oficial,"9° 0' 36.727"""" N","79° 31' 8.566"""" W"
P. C. Octavio M. Pereira,Panama,Panama,Betania,Secundaria Oficial,"9° 1' 6.520"""" N","79° 31' 51.551"""" W"
P. C. Ricardo Miró,Panama,Panama,Pueblo Nuevo,Secundaria Oficial,"8° 59' 56.707"""" N","79° 31' 24.384"""" W"
P. C. Rep. de Haití,Panama,Panama,Parque Lefevre,Secundaria Oficial,"9° 1' 6.460"""" N","79° 29' 32.626"""" W"
P. C. Ernesto T. Lefevre,Panama,Panama,Juan Díaz,Secundaria Oficial,"9° 2' 43.904"""" N","79° 26' 50.080"""" W"
P. C. Homero Ayala,Panama,Panama,Juan Díaz,Secundaria Oficial,"9° 2' 19.711"""" N","79° 27' 20.925"""" W"
P. C. Ascanio Villaláz,Panama,Panama,Pedregal,Secundaria Oficial,"9° 4' 36.085"""" N","79° 25' 12.465"""" W"
P. C. de Chilibre,Panama,Panama,Chilibre,Secundaria Oficial,"9° 11' 28.125"""" N","79° 37' 28.423"""" W"
P. C. Francisco de Miranda,Panama,Panama,Pacora,Secundaria Oficial,"9° 5' 54.328"""" N","79° 19' 36.002"""" W"
P. C. San Carlos,Panama,San Carlos,San Carlos (Cab.),Secundaria Oficial,"8° 28' 32.165"""" N","79° 57' 10.823"""" W"
P. C. Jerónimo de La Ossa,Panama,San Miguelito,Amelia Denis de Icaza,Secundaria Oficial,"9° 2' 12.169"""" N","79° 30' 17.204"""" W"
P. C. Luis Martinz,Panama,San Miguelito,Amelia Denis de Icaza,Secundaria Oficial,"9° 2' 32.579"""" N","79° 30' 4.294"""" W"
P. C. Sinaí,Panama,San Miguelito,Belisario Porras,Secundaria Oficial,"9° 3' 14.836"""" N","79° 29' 41.771"""" W"
P. C. Sta. Librada,Panama,San Miguelito,Omar Torrijos,Secundaria Oficial,"9° 4' 22.165"""" N","79° 30' 7.012"""" W"
Esc. Noct. Oficial Rubiano,Panama,San Miguelito,Victoriano Lorenzo,Secundaria Oficial,"9° 2' 8.925"""" N","79° 30' 14.567"""" W"
Esc. Rep. de Argentina,Panama,Panama,El Chorrillo,Primaria Oficial,"8° 56' 57.278"""" N","79° 32' 34.259"""" W"
Esc. Rep. de Cuba,Panama,Panama,El Chorrillo,Primaria Oficial,"8° 56' 57.360"""" N","79° 32' 33.958"""" W"
Esc. Rep. de Perú,Panama,Panama,El Chorrillo,Primaria Oficial,"8° 56' 57.525"""" N","79° 32' 33.519"""" W"
Esc. Rep. de El Salvador,Panama,Panama,El Chorrillo,Primaria Oficial,"8° 56' 57.664"""" N","79° 32' 33.081"""" W"
Esc. Biancheri,Panama,La Chorrera,El Coco,Primaria Oficial,"8° 52' 11.170"""" N","79° 48' 17.150"""" W"
Esc. Rio Marco,Panama,Chiman,Brujas,Primaria Oficial,"8° 38' 38.989"""" N","78° 29' 52.204"""" W"
Esc. Sta. Isabel,Panama,Chepo,Chepo (Cab.),Primaria Oficial,"9° 9' 44.305"""" N","79° 5' 44.900"""" W"
Esc. Piriatí Arriba (Anexa),Panama,Chepo,Tortí,Primaria Oficial,"9° 1' 19.745"""" N","78° 36' 54.303"""" W"
Esc. Peña Blanca,Panama,Panama,Chilibre,Primaria Oficial,"9° 16' 44.989"""" N","79° 34' 12.919"""" W"
Esc. Toribio Berrio Sosa,Panama,Panama,Juan Díaz,Primaria Oficial,"9° 2' 24.039"""" N","79° 26' 35.907"""" W"
Esc. Manuel Espinosa Batista,Panama,Panama,Parque Lefevre,Primaria Oficial,"9° 0' 14.628"""" N","79° 30' 14.512"""" W"
Esc. Villa del Carmen,Panama,Chepo,Tortí,Primaria Oficial,"8° 56' 27.997"""" N","78° 20' 58.888"""" W"
Esc. Valle de Charco Rico,Panama,Chepo,Tortí,Primaria Oficial,"8° 55' 40.058"""" N","78° 31' 7.734"""" W"
Esc. Sta. Rosa de Lima,Panama,Chepo,Tortí,Primaria Oficial,"8° 58' 49.163"""" N","78° 30' 8.242"""" W"
Esc. Playa Chuzo Centro,Panama,Chepo,Tortí,Primaria Oficial,"8° 53' 1.383"""" N","78° 22' 58.285"""" W"
Esc. Altos de Nvo. Limón,Panama,Capira,Santa Rosa,Primaria Oficial,"8° 52' 29.300"""" N","80° 7' 12.526"""" W"
Esc. El Valle de La Unión (anexa),Panama,Chepo,Santa Cruz de Chinina,Primaria Oficial,"9° 0' 53.050"""" N","78° 55' 33.555"""" W"
Esc. Rio Nazareno (anexa),Panama,Chepo,Santa Cruz de Chinina,Primaria Oficial,"8° 58' 14.504"""" N","78° 54' 24.011"""" W"
Esc. Rio Bonito,Panama,Chepo,Las Margaritas,Primaria Oficial,"9° 15' 49.314"""" N","79° 11' 4.251"""" W"
Esc. Cornelio Chávez,Panama,Chepo,Las Margaritas,Primaria Oficial,"9° 17' 20.907"""" N","79° 8' 45.572"""" W"
Esc. Corpus Cristy,Panama,Chepo,Las Margaritas,Primaria Oficial,"9° 15' 20.163"""" N","79° 9' 38.528"""" W"
Esc. San Felipe,Panama,Chepo,El Llano,Primaria Oficial,"9° 3' 11.255"""" N","78° 50' 7.310"""" W"
Esc. Canchigua,Panama,Chepo,El Llano,Primaria Oficial,"9° 9' 50.632"""" N","78° 55' 49.045"""" W"
Esc. Hierba Buena,Panama,Capira,El Cacao,Primaria Oficial,"8° 42' 34.974"""" N","80° 2' 8.996"""" W"
Esc. Margano,Panama,Capira,Cirí Grande,Primaria Oficial,"8° 47' 18.345"""" N","80° 4' 9.546"""" W"
Esc. Los Chorros,Panama,Capira,Cirí de Los Sotos,Primaria Oficial,"8° 57' 4.423"""" N","80° 4' 5.342"""" W"
Esc. Los Castillos,Veraguas,Rio de Jesus,Los Castillos,Primaria Oficial,"8° 1' 21.750"""" N","81° 7' 0.204"""" W"
Esc. La Honda,Veraguas,Santiago,Ponuga,Primaria Oficial,"7° 55' 59.909"""" N","80° 57' 22.944"""" W"
Esc. Cirbulaco,Veraguas,Santiago,Ponuga,Primaria Oficial,"7° 51' 20.979"""" N","80° 59' 15.419"""" W"
Esc. Isauro J. Carrizo,Veraguas,Santiago,Ponuga,Primaria Oficial,"7° 53' 0.062"""" N","80° 58' 33.698"""" W"
Esc. El Piro,Veraguas,Las Palmas,San Martín de Porres,Primaria Oficial,"8° 12' 32.048"""" N","81° 32' 3.077"""" W"
Esc. Cañacillas,Veraguas,Las Palmas,El Prado,Primaria Oficial,"8° 12' 12.945"""" N","81° 29' 31.024"""" W"
Esc. Las Balsas,Veraguas,Santiago,Los Algarrobos,Primaria Oficial,"8° 4' 1.723"""" N","81° 5' 19.044"""" W"
Esc. San Pedro del Espino,Veraguas,Santiago,San Pedro del Espino,Primaria Oficial,"8° 8' 20.209"""" N","81° 5' 0.697"""" W"
Esc. Fragua,Veraguas,Santiago,San Pedro del Espino,Primaria Oficial,"8° 9' 53.525"""" N","81° 4' 3.732"""" W"
Esc. Rincón Largo,Veraguas,Santiago,La Peña,Primaria Oficial,"8° 9' 18.028"""" N","81° 2' 54.544"""" W"
Esc. Los Algarrobos,Veraguas,Santiago,Los Algarrobos,Primaria Oficial,"8° 6' 49.746"""" N","81° 0' 58.418"""" W"
Esc. Zapotillo,Veraguas,Las Palmas,Zapotillo,Primaria Oficial,"8° 0' 23.603"""" N","81° 30' 32.110"""" W"
Esc. La Pita,Veraguas,Las Palmas,El Maria,Primaria Oficial,"8° 1' 36.055"""" N","81° 28' 10.438"""" W"
Esc. Maria B. de Rodríguez,Veraguas,Las Palmas,El Maria,Primaria Oficial,"8° 1' 44.656"""" N","81° 26' 38.398"""" W"
Esc. Cañazas Abajo,Veraguas,Santiago,La Raya de Santa Maria,Primaria Oficial,"8° 8' 31.079"""" N","80° 42' 44.324"""" W"
Esc. Las Huacas,Veraguas,Santiago,La Raya de Santa Maria,Primaria Oficial,"8° 10' 1.755"""" N","80° 44' 31.746"""" W"
Esc. Juana B. Macías,Veraguas,Santiago,Santiago (Cab.),Primaria Oficial,"8° 5' 40.013"""" N","80° 49' 6.821"""" W"
Esc. Los Boquerones,Veraguas,Santiago,Santiago (Cab.),Primaria Oficial,"8° 4' 52.775"""" N","80° 51' 9.183"""" W"
Esc. La Raya de Sta. Maria,Veraguas,Santiago,La Raya de Santa Maria,Primaria Oficial,"8° 10' 9.161"""" N","80° 48' 59.733"""" W"
Esc. Cañacillas Arriba,Veraguas,Santiago,Canto del Llano,Primaria Oficial,"8° 8' 28.953"""" N","80° 56' 54.847"""" W"
Esc. El Anón,Veraguas,Santiago,Canto del Llano,Primaria Oficial,"8° 9' 29.992"""" N","80° 56' 55.396"""" W"
Esc. El Espino,Veraguas,Santiago,Canto del Llano,Primaria Oficial,"8° 11' 39.814"""" N","80° 57' 29.673"""" W"
Esc. La Soledad,Veraguas,Santiago,Canto del Llano,Primaria Oficial,"8° 8' 18.092"""" N","80° 59' 28.849"""" W"
Esc. Angélica Pinilla de Riera,Veraguas,Santiago,Santiago (Cab.),Primaria Oficial,"8° 5' 32.397"""" N","80° 56' 22.656"""" W"
P. C. Daniel Alvarez,Veraguas,Montijo,Llano de Catival,Secundaria Oficial,"7° 38' 57.037"""" N","80° 59' 14.787"""" W"
Esc. San José,Veraguas,San Francisco,San Juan,Primaria Oficial,"8° 21' 5.919"""" N","81° 2' 25.402"""" W"
Esc. El Divino Niño,Veraguas,Cañazas,Cañazas (Cab.),Privada,"8° 18' 56.671"""" N","81° 12' 49.854"""" W"
Esc. Agustín Peréz Colmenares,Veraguas,Santiago,La Peña,Primaria Oficial,"8° 7' 51.492"""" N","81° 1' 41.154"""" W"
Esc. José A. Ruíz,Veraguas,Las Palmas,Las Palmas (Cab.),Primaria Oficial,"8° 8' 17.509"""" N","81° 27' 18.004"""" W"
Esc. Romulo Arrocha,Veraguas,Santiago,Canto del Llano,Primaria Oficial,"8° 7' 1.956"""" N","80° 57' 25.745"""" W"
Esc. Rubén DaRio,Veraguas,Santiago,Canto del Llano,Primaria Oficial,"8° 7' 20.305"""" N","80° 57' 54.365"""" W"
Esc. El Bongo,Veraguas,Montijo,Montijo (Cab.),Primaria Oficial,"7° 57' 7.324"""" N","81° 2' 38.944"""" W"
Esc. El Pilón,Veraguas,Montijo,Pilón,Primaria Oficial,"7° 57' 19.128"""" N","81° 4' 27.382"""" W"
Esc. Jorones,Veraguas,Las Palmas,Puerto Vidal,Primaria Oficial,"8° 2' 41.139"""" N","81° 33' 58.079"""" W"
Esc. Puerto Vidal,Veraguas,Las Palmas,Puerto Vidal,Primaria Oficial,"8° 3' 5.911"""" N","81° 36' 38.757"""" W"
Esc. La Primavera,Veraguas,Santiago,Santiago (Cab.),Primaria Oficial,"8° 5' 32.387"""" N","80° 58' 46.057"""" W"
Esc. San Justino de Jacobis,Veraguas,Santiago,Santiago (Cab.),Primaria Oficial,"8° 5' 38.687"""" N","80° 59' 12.892"""" W"
Esc. Dominio del Canadá,Veraguas,Santiago,Santiago (Cab.),Privada,"8° 6' 21.143"""" N","80° 58' 37.461"""" W"
Esc. Manuela H. Pérez,Veraguas,Santiago,Santiago (Cab.),Primaria Oficial,"8° 6' 3.772"""" N","80° 58' 25.952"""" W"
Esc. Las Guías Arriba,Veraguas,Calobre,Las Guías,Primaria Oficial,"8° 14' 44.061"""" N","80° 46' 15.429"""" W"
Esc. El Pedregoso,Veraguas,Calobre,Calobre (Cab.),Primaria Oficial,"8° 17' 24.685"""" N","80° 50' 18.452"""" W"
Esc. Eligio Tejada,Veraguas,Calobre,Calobre (Cab.),Primaria Oficial,"8° 19' 7.030"""" N","80° 50' 37.157"""" W"
Esc. Sta. Fe,Veraguas,Santa Fe,Santa Fe (Cab.),Primaria Oficial,"8° 30' 35.672"""" N","81° 4' 38.092"""" W"
Esc. Sta. Catalina,Veraguas,Sona,Rio Grande,Primaria Oficial,"7° 38' 18.783"""" N","81° 15' 31.929"""" W"
Esc. La Soledad,Veraguas,Sona,La Soledad,Primaria Oficial,"7° 52' 48.762"""" N","81° 16' 1.648"""" W"
Esc. Brenilde Benavides,Veraguas,Sona,Quebrada de Oro,Primaria Oficial,"8° 1' 21.352"""" N","81° 23' 23.798"""" W"
Esc. Leonardo E. Vásquez,Veraguas,Sona,Quebrada de Oro,Primaria Oficial,"8° 1' 29.698"""" N","81° 21' 42.476"""" W"
Esc. Carmen Herrera,Veraguas,Sona,Sona (Cab.),Primaria Oficial,"7° 59' 40.766"""" N","81° 18' 53.696"""" W"
Esc. Pedro Arrocha,Veraguas,San Francisco,San Francisco (Cab.),Primaria Oficial,"8° 14' 53.827"""" N","80° 58' 22.052"""" W"
Esc. El Baco,Veraguas,Calobre,La Tetilla,Primaria Oficial,"8° 14' 37.317"""" N","80° 53' 25.744"""" W"
Esc. Trinchera,Veraguas,Sona,Guarumal,Primaria Oficial,"7° 47' 55.355"""" N","81° 16' 34.305"""" W"
Esc. Tigre de Los Amarillos,Veraguas,Sona,Rio Grande,Primaria Oficial,"7° 42' 4.742"""" N","81° 15' 1.386"""" W"
Esc. Mercecedes A. de Tristan,Veraguas,La Mesa,San Bartolo,Primaria Oficial,"8° 12' 42.586"""" N","81° 16' 38.424"""" W"
Esc. San Pablo,Veraguas,La Mesa,Bisvalles,Primaria Oficial,"8° 11' 54.599"""" N","81° 14' 56.497"""" W"
Esc. Sodelva Franco,Veraguas,La Mesa,Bisvalles,Primaria Oficial,"8° 12' 12.126"""" N","81° 11' 42.446"""" W"
Esc. Tierra Hueca,Veraguas,Santiago,La Raya de Santa Maria,Primaria Oficial,"8° 11' 20.139"""" N","80° 52' 33.476"""" W"
Esc. Cañazas Arriba,Veraguas,Santiago,Canto del Llano,Primaria Oficial,"8° 7' 7.966"""" N","80° 53' 39.231"""" W"
Esc. José de Los S. Gutierrez,Veraguas,Santiago,Santiago (Cab.),Primaria Oficial,"8° 5' 0.405"""" N","80° 53' 23.686"""" W"
Esc. Guayaquil,Veraguas,Santiago,San Martín de Porres,Primaria Oficial,"8° 6' 32.354"""" N","80° 55' 22.422"""" W"
Esc. San Antonio,Veraguas,Santiago,Santiago (Cab.),Primaria Oficial,"8° 4' 31.123"""" N","80° 55' 48.461"""" W"
Esc. La Mata del Espino,Veraguas,Santiago,Canto del Llano,Primaria Oficial,"8° 12' 13.938"""" N","80° 55' 57.799"""" W"
Esc. Julio Daniel Abrego,Veraguas,Santiago,Santiago (Cab.),Primaria Oficial,"8° 7' 4.861"""" N","80° 58' 56.027"""" W"
Esc. Las Peñitas,Veraguas,Rio de Jesus,Rio de Jesus (Cab.),Primaria Oficial,"8° 2' 55.070"""" N","81° 9' 20.282"""" W"
P. C. San José,Veraguas,San Francisco,San Juan,Secundaria Oficial,"8° 21' 6.810"""" N","81° 2' 25.211"""" W"
Esc. San Martín de Porres,Veraguas,Santiago,Canto del Llano,Primaria Oficial,"8° 6' 46.462"""" N","80° 57' 49.586"""" W"
Esc. El Llanillo,Veraguas,Santiago,Los Algarrobos,Primaria Oficial,"8° 4' 11.670"""" N","81° 4' 34.742"""" W"
